0,109.19,110.09909,111.00818,111.91727,112.82636,113.73545,114.64455,115.55364,116.46273,117.37182,118.28091,119.19,120.09909,121.00818,121.91727,122.82636,123.73545,124.64455,125.55364,126.46273,127.37182,128.28091,129.19,130.09909,131.00818,131.91727,132.82636,133.73545,134.64455,135.55364,136.46273,137.37182,138.28091,139.19,140.09909,141.00818,141.91727,142.82636,143.73545,144.64455,145.55364,146.46273,147.37182,148.28091,149.19,150.09909,151.00818,151.91727,152.82636,153.73545,154.64455,155.55364,156.46273,157.37182,158.28091,159.19,160.09909,161.00818,161.91727,162.82636,163.73545,164.64455,165.55364,166.46273,167.37182,168.28091,169.19,170.09909,171.00818,171.91727,172.82636,173.73545,174.64455,175.55364,176.46273,177.37182,178.28091,179.19,180.09909,181.00818,181.91727,182.82636,183.73545,184.64455,185.55364,186.46273,187.37182,188.28091,189.19,190.09909,191.00818,191.91727,192.82636,193.73545,194.64455,195.55364,196.46273,197.37182,198.28091,199.19,200.09909,201.00818,201.91727,202.82636,203.73545,204.64455,205.55364,206.46273,207.37182,208.28091,209.19,210.09909,211.00818,211.91727,212.82636,213.73545,214.64455,215.55364,216.46273,217.37182,218.28091,219.19,220.09909,221.00818
143.13933,0,0.07193,0.06291,1.92954,1.98289,1.30933,0.32541,0.06322,0.06311,0.09725,2.39997,5.70674,5.25522,5.92413,4.2017,2.75273,2.76537,2.73441,2.02382,1.84067,1.58437,2.44918,1.50163,1.61989,1.77826,1.68731,1.94589,1.71801,1.94019,2.43242,2.19229,2.87144,3.64475,3.67477,4.46748,4.71204,5.5821,5.70871,5.6034,5.62064,6.18864,6.2545,6.27218,6.78182,6.67838,7.18085,7.04446,8.14352,9.14291,9.0184,9.18042,10.64195,11.51639,10.15991,11.13058,12.218,10.43773,10.14094,12.18808,11.6431,16.45743,12.76213,13.36556,38.21328,21.80861,19.31934,25.58319,18.36452,14.90724,28.16151,19.61211,15.06469,28.31917,21.23578,17.29591,22.54877,21.08478,27.73279,22.87917,19.62995,35.63713,25.755,20.38044,40.05757,27.31283,21.55385,33.29812,24.0788,22.38943,25.6816,19.92046,19.80262,27.85342,21.31488,25.14519,28.79039,22.40353,19.45729,31.1363,26.92919,23.15635,37.42619,28.02588,25.49385,21.63603,37.30519,34.71927,27.1208,36.70319,33.82704,28.9335,42.02862,33.9329,32.00672,26.70021,37.3139,30.60387,36.50996,33.30554,34.46724,28.86638,37.53845,41.09759,52.61669
144.32747,0,0.07263,0.06291,1.92139,1.91369,1.18522,0.29199,0.06322,0.06311,0.07475,3.03779,6.08326,5.77189,6.08286,4.78857,3.14511,3.62238,2.67503,2.23774,1.86242,1.76397,2.63076,1.57211,1.69973,1.91609,1.94111,2.05417,1.81209,2.23064,2.74444,2.17473,2.75196,3.33557,3.54932,4.37995,4.62394,5.51766,5.65655,5.44735,5.13812,5.58699,5.65667,5.69635,6.09316,6.31134,6.36853,6.49801,7.07239,7.08081,7.26577,8.75409,9.04382,9.53252,8.60618,9.22579,9.92674,8.64048,8.42554,9.66007,9.43617,13.03285,10.93657,11.01244,27.08192,17.08559,16.04022,21.72951,15.77716,12.66634,24.20815,16.17426,12.41839,21.3086,16.63388,13.5008,16.04568,15.76679,20.98963,17.67945,14.97518,29.47576,20.49827,15.97713,32.8035,21.68378,16.5628,22.62592,17.25724,16.35846,17.90181,14.076,14.90622,19.50094,15.03954,18.64064,21.21492,16.57061,14.67092,24.1859,21.03352,18.13086,28.6124,22.75994,20.48318,17.75068,30.86909,30.02116,23.16444,30.26953,29.64086,26.08929,37.04402,29.99748,30.74005,25.02603,33.34738,28.82792,35.79283,31.52307,31.33628,28.45853,43.41688,45.14977,51.66276
145.31923,0,0.0673,0.06291,1.88034,1.81577,1.0769,0.22932,0.06325,0.07059,0.06312,3.56417,6.71698,5.97646,6.12485,4.39261,2.41102,2.97304,1.93947,1.73435,1.62699,1.66165,2.05584,1.48012,1.75966,2.68885,2.59885,2.10422,1.76009,2.93295,3.07566,2.16006,3.02472,3.24261,3.40112,4.1407,4.8345,5.50257,5.86525,5.3931,5.18427,5.49065,5.6451,5.70245,5.75567,6.37768,6.12639,6.48324,7.03674,6.79946,6.64971,8.00072,8.61483,9.21328,8.27155,8.72502,9.27598,8.13571,8.06077,8.8845,8.7026,11.38213,9.81199,9.57558,19.87063,14.58923,12.89367,16.69566,12.42755,10.22102,18.03353,12.61278,10.16787,15.44675,12.75907,10.81664,12.66314,12.47644,15.26245,13.41585,12.16911,22.15227,15.88393,12.65266,25.85903,16.75803,13.4104,17.73672,14.32731,14.03898,14.88504,12.54588,13.31044,16.11446,13.20845,15.89544,17.56562,13.95165,12.74602,19.19679,17.37139,14.99276,22.11943,18.73702,16.97667,14.82832,24.82432,24.49779,18.86426,24.0976,24.20176,21.51884,31.14014,24.17513,26.18154,21.223,27.22816,24.86635,32.89807,27.82845,26.52398,25.96949,51.54341,48.67604,53.91384
146.3102,0,0.07526,0.06291,1.86586,1.78208,1.08845,0.15014,0.06325,0.0747,0.10795,3.38422,6.764,6.14239,5.50089,5.08485,2.67478,2.44858,1.79093,1.48982,1.64646,1.70037,1.91617,1.54572,1.64453,1.69974,1.83901,3.0324,2.34865,3.83933,2.39938,2.30353,3.23687,3.4189,3.56415,4.55512,5.27579,6.08474,6.35143,5.7113,5.63003,5.93823,6.01458,6.22231,6.2562,6.30904,6.43274,6.45559,7.62228,7.23552,6.97492,8.06767,9.18138,9.87097,9.03001,9.418,9.99356,8.8012,8.81176,9.42323,9.24277,11.59638,11.34281,9.93216,16.36145,14.0133,12.45502,15.50537,11.97169,10.14754,16.31305,12.11671,10.15119,14.06807,12.22111,10.76588,12.33055,12.22985,14.21578,12.82405,11.99399,20.9527,15.56877,12.56553,24.96346,16.41976,13.74748,17.45193,14.88675,14.84463,15.46682,13.47771,14.43772,16.63494,14.0228,16.55228,18.19137,14.65517,13.55562,19.14343,18.08166,15.60803,21.01289,19.49815,17.73417,15.55433,24.27071,24.63526,19.36125,23.63872,24.22511,21.83305,29.28397,23.46129,26.65778,21.80375,26.1879,25.62825,34.36898,29.23728,26.7759,27.92408,62.74335,58.07617,63.18076
147.29439,0,0.06696,0.06291,1.84276,1.9503,1.1444,0.20936,0.06291,0.06279,0.06711,4.22084,7.78033,6.92382,6.96507,5.45663,2.89887,2.54005,1.90164,1.57712,1.79765,1.62762,2.26177,1.56791,1.5575,1.74242,1.91548,3.17723,2.68762,3.61811,2.47169,2.48416,3.13739,3.68629,3.85205,4.68027,5.91949,7.28704,6.99347,6.16767,6.06769,6.30207,6.34275,6.75336,6.63352,6.48186,6.6889,6.70232,7.9095,7.73275,7.65258,8.68911,10.28481,10.64418,9.82424,10.32333,11.00179,9.56266,10.04917,10.33925,10.0327,12.56319,12.27069,10.80751,16.54456,14.12528,13.60423,16.9496,12.70315,11.05159,17.58821,13.42907,11.45225,15.01952,13.53061,12.10212,13.53045,13.65151,15.79731,14.21241,13.57867,25.64285,18.18908,14.32102,31.12047,19.18436,15.97246,20.18465,17.4452,17.74611,18.21905,15.71528,17.50622,19.65665,16.37379,19.91665,22.05002,17.20808,15.86011,22.92892,22.13891,18.6108,24.53809,24.04672,21.74158,18.83484,29.62888,31.17898,23.73665,28.55647,30.39114,28.07328,35.49133,29.07274,34.5079,28.12977,32.46701,33.11704,44.54161,38.3613,33.87123,37.23729,85.01081,76.94166,84.00635
148.27947,0,0.0627,0.06291,1.8733,2.01713,1.15956,0.30333,0.07708,0.06279,0.06711,4.65761,8.33646,7.69857,8.22491,6.22806,3.56274,3.03089,2.23363,1.97299,2.33775,1.96812,2.46705,1.79778,1.81559,1.92759,2.01925,2.72939,2.79802,3.46268,2.88518,2.91446,3.52402,4.04149,4.2442,5.05034,5.95478,8.07076,7.89835,6.92089,6.75004,7.16395,6.99937,7.23445,7.91572,7.53295,8.21673,7.31176,8.31465,8.36463,8.29684,9.41707,11.32503,11.59901,10.80717,11.27749,12.12107,10.50361,10.92492,11.34635,10.99649,13.79367,12.00562,11.9605,20.31444,15.95348,15.5022,19.59204,14.76438,12.40134,20.63666,15.29319,12.84542,17.08065,15.25385,13.47783,15.01507,15.25313,17.87026,15.98926,15.19801,28.69861,21.12615,16.2441,33.61632,22.25525,18.26617,23.06499,19.86858,20.15287,20.69786,17.50767,19.93454,22.32364,18.34566,22.7011,25.57547,19.83892,17.9629,26.68318,25.70759,21.55596,28.31387,27.84657,25.3049,21.81556,34.23127,36.40847,27.63414,33.2251,35.73714,32.8677,42.36506,34.25715,40.70357,32.87389,38.45796,39.09951,52.80527,44.50382,39.89845,43.85264,87.39154,91.04281,95.5672
149.26918,0,0.0627,0.06291,1.97177,2.19604,1.40062,0.46075,0.06963,0.0799,0.07131,5.78027,10.37942,9.51724,10.55671,8.00943,4.49662,4.14786,2.95749,2.68555,2.92293,2.46067,2.45784,2.38654,2.22499,2.32303,2.33713,2.81682,2.80944,3.30979,3.36747,3.52087,4.28725,4.35768,4.57382,5.23134,6.25535,8.59802,8.90971,7.60551,7.23992,7.5452,7.4109,7.43195,8.00993,7.84981,8.54294,7.64286,8.74127,8.74877,8.49054,9.96081,11.68514,12.12711,11.35812,11.83789,12.80704,11.03986,10.88174,11.91294,11.53086,14.50846,12.43233,12.70197,24.65798,17.36707,16.49715,21.79355,15.84705,13.22481,23.62522,16.61086,13.57932,19.01455,16.53706,14.36751,16.07873,16.51374,19.81435,17.37004,16.51241,32.30472,23.85688,17.54576,37.9736,25.25879,20.26732,26.37308,22.66182,22.89998,23.55062,19.5931,22.73683,25.48115,20.65332,25.89887,29.61602,22.48227,20.3625,30.69435,29.50385,24.56085,32.51319,31.45811,28.7325,24.46368,39.27052,41.76418,31.00262,37.90836,40.6047,36.57812,50.05056,38.56846,45.77644,36.08625,44.27601,43.82568,60.04317,49.08372,44.69295,48.31264,89.41536,102.68547,111.51578
150.25875,0,0.06697,0.06291,1.99926,2.22831,1.43302,0.4923,0.06358,0.0799,0.07209,6.19262,10.96353,10.33125,11.04406,8.59417,4.44375,3.87215,2.66695,2.6906,2.91114,2.32037,2.40564,2.48527,2.29865,2.29919,2.30442,2.78492,2.76682,2.97786,3.33573,3.8138,4.47625,4.67163,4.72931,5.29359,6.3678,8.76779,9.68826,7.91502,7.44637,7.74041,7.80023,7.92177,7.72804,7.6127,8.17098,7.94378,9.23034,9.20331,8.76215,10.52248,12.19603,12.83486,11.89547,12.41206,13.68308,11.56325,11.30118,12.5619,12.03598,14.97474,12.60999,13.21588,25.94673,18.39269,18.05154,25.4126,17.93179,14.65796,26.84439,18.6053,14.76896,20.79511,18.23481,15.59711,17.3884,18.15859,22.29509,19.18126,18.20015,35.83115,27.04912,19.81867,38.78865,29.08353,22.69565,29.31107,26.12581,26.37241,27.23712,22.49058,26.85013,29.63553,23.89114,30.70159,34.97222,26.44852,23.83105,36.0133,34.49228,29.01443,37.64821,36.63135,33.63858,29.08308,45.04595,48.43303,36.9331,44.45611,48.35939,43.18569,57.43049,45.88702,54.19455,43.15331,51.83755,52.15242,71.85342,56.80938,52.62996,57.6615,92.30488,110.59256,119.12458
151.24943,0,0.0627,0.06291,1.91667,2.15277,1.39776,0.41035,0.07139,0.06342,0.0739,6.22607,10.91338,10.5936,11.03934,7.32962,4.04321,3.47117,2.61649,2.35151,2.87193,2.29482,2.352,2.43105,2.24402,2.31871,2.20357,2.76658,2.66533,2.84496,2.80196,3.25823,5.01717,7.14451,4.63787,5.38183,6.55004,8.98798,9.51454,8.1559,7.3811,7.80606,7.74142,8.04649,7.85242,7.59044,8.59699,8.48045,9.98353,10.20195,9.66367,11.56959,13.28934,14.19516,13.21706,13.8294,15.30775,13.09525,12.68755,14.22576,13.70773,16.88027,14.31959,15.07106,32.54848,20.82727,20.8613,29.29367,20.55654,17.78334,31.80655,22.87295,18.25947,25.12437,22.78533,19.6081,21.18209,22.31858,27.91935,23.71716,22.24251,41.53164,32.69349,24.41873,44.31383,35.22016,27.76087,33.98813,30.70681,31.38094,32.2713,26.50359,31.86706,34.84788,27.95332,36.41475,41.02769,31.40041,28.1876,42.26795,40.24929,34.39729,44.45304,42.54461,39.32426,34.40878,51.90414,55.90785,43.60175,52.0579,56.87976,50.25773,68.28241,53.93737,62.70526,50.14751,60.03085,60.30443,83.67261,64.4194,61.27506,66.60396,90.16471,116.11015,123.04938
