0,109.135,110.04409,110.95318,111.86227,112.77136,113.68045,114.58955,115.49864,116.40773,117.31682,118.22591,119.135,120.04409,120.95318,121.86227,122.77136,123.68045,124.58955,125.49864,126.40773,127.31682,128.22591,129.135,130.04409,130.95318,131.86227,132.77136,133.68045,134.58955,135.49864,136.40773,137.31682,138.22591,139.135,140.04409,140.95318,141.86227,142.77136,143.68045,144.58955,145.49864,146.40773,147.31682,148.22591,149.135,150.04409,150.95318,151.86227,152.77136,153.68045,154.58955,155.49864,156.40773,157.31682,158.22591,159.135,160.04409,160.95318,161.86227,162.77136,163.68045,164.58955,165.49864,166.40773,167.31682,168.22591,169.135,170.04409,170.95318,171.86227,172.77136,173.68045,174.58955,175.49864,176.40773,177.31682,178.22591,179.135,180.04409,180.95318,181.86227,182.77136,183.68045,184.58955,185.49864,186.40773,187.31682,188.22591,189.135,190.04409,190.95318,191.86227,192.77136,193.68045,194.58955,195.49864,196.40773,197.31682,198.22591,199.135
143.13933,0,0.07226,0.07183,1.64641,1.29143,0.42936,0.74873,2.7955,2.10143,0.51993,0.43199,0.71454,0.62898,0.41282,0.16649,0.30419,0.24406,1.24268,2.55556,11.93722,10.64639,15.89269,15.65143,9.15036,14.18274,9.69835,5.11999,3.02705,2.92046,3.94171,4.77342,2.85611,1.981,2.25785,2.07915,6.32375,2.06661,2.50384,2.83257,2.33231,2.91139,3.39513,3.32499,3.02053,3.58508,4.9537,3.49522,3.92478,4.29786,3.81235,4.17735,4.2184,4.4429,3.86016,4.88286,5.61677,9.34178,10.97347,12.66389,17.14596,23.29067,24.29436,26.66018,34.4543,45.65725,49.02502,46.16791,42.09627,46.77579,47.31659,50.49334,45.69196,45.777,46.66088,42.31699,47.12007,48.37048,56.44182,57.62437,57.90542,52.0125,52.60758,49.31599,47.88809,52.70366,46.97487,45.06464,47.46217,48.57966,44.91103,46.97026,44.36808,55.72179,49.79203,53.98042,53.24729,51.44711,52.19022,67.73262,64.9117
144.32747,0,0.07964,0.07183,1.64229,1.29452,0.49663,0.75268,2.42377,1.77296,0.71013,0.18663,0.43572,0.67375,0.30464,0.12647,0.30622,0.31432,0.83881,1.99924,10.62119,8.51831,13.44797,13.12326,8.99089,15.9724,9.97805,5.46269,3.32947,2.89077,3.2054,3.79725,2.61928,1.64872,2.3732,2.04786,7.12653,2.05422,2.58243,2.62776,2.34682,3.43726,2.66648,2.89588,2.95991,4.40533,3.85923,3.35584,3.77244,4.2613,3.7229,4.01419,4.07936,4.30841,3.76017,4.60001,5.21525,8.02253,8.81577,10.18,14.93132,17.67204,18.0939,20.63839,27.5245,34.50602,40.00465,40.15374,34.76415,40.34037,41.93153,42.43918,36.1909,37.39631,35.83164,30.67658,34.12362,37.14694,47.27167,48.68781,48.78872,43.28643,44.75153,39.22674,41.43096,45.54494,36.04689,33.56377,37.37753,37.14502,33.38656,35.01792,35.68251,45.12435,38.41515,45.10472,46.54209,42.11733,42.66044,65.95673,60.8265
145.31923,0,0.08028,0.07183,1.6151,1.28155,0.4466,0.6745,2.27222,1.91023,0.54668,0.31487,0.80964,0.5296,0.08142,0.68145,0.09719,0.31622,0.78174,2.22018,7.39384,8.00638,8.77726,9.50394,7.97776,13.36364,8.29773,5.04566,4.0708,2.32577,3.46182,3.17446,2.16209,1.63037,2.2787,1.97153,4.36467,2.1108,2.41182,2.49615,2.21581,2.8837,2.51493,2.83362,4.71433,3.06137,3.91078,3.37834,3.69124,3.98626,3.63376,3.94928,4.07166,4.23315,3.6834,4.38363,5.11221,7.85253,8.77777,11.14918,10.97815,11.98369,13.54731,15.45101,21.30967,26.89864,32.13497,32.21494,27.90058,32.85667,33.78634,33.04091,28.39186,28.71055,27.28827,22.91791,25.11561,30.5547,43.6567,45.90555,47.76408,37.15496,39.32473,32.36497,33.50357,41.92612,29.56616,28.78477,32.71274,31.58356,27.28029,30.2267,30.94259,40.3017,32.5736,41.10421,46.82101,40.51396,44.1495,69.60583,61.11517
146.3102,0,0.07354,0.07183,1.59084,1.29043,0.39907,0.53929,2.07738,1.54227,0.59816,0.61272,0.87385,0.6803,0.07375,0.42804,0.33044,0.21607,0.83805,1.89462,6.85238,8.71424,9.34245,8.09154,8.51143,8.82784,6.59405,4.44546,5.54515,2.08473,2.52261,2.72496,2.62404,1.7987,2.33796,2.04172,3.57775,2.1837,2.43164,2.53779,2.2703,2.74722,2.62126,2.91052,4.76549,3.16175,3.65215,3.6558,3.83255,3.85087,3.82507,4.10857,4.18239,4.4229,3.8988,5.15494,6.54029,8.41655,7.54078,8.99772,9.16304,10.6894,12.04521,14.00248,17.4668,22.83104,27.66971,30.32704,24.72783,29.27738,32.04704,29.26069,25.51439,25.35311,24.4614,20.44499,21.486,31.28145,43.87821,45.46036,45.73059,35.24114,37.56342,30.42306,30.69069,42.98465,28.91431,29.11509,33.4168,30.78995,26.70956,30.2758,32.55988,39.24586,31.89925,41.48244,49.3435,42.20401,46.98524,71.33922,61.65961
147.29439,0,0.07226,0.07183,1.56436,1.34011,0.42887,0.5888,2.12487,1.37108,1.10939,0.37695,1.74702,0.57367,0.2738,0.21033,0.39464,0.30767,0.61502,1.96759,8.33823,5.78954,8.12411,6.8926,7.9582,8.26528,6.99815,3.61273,4.63473,2.06042,2.11284,2.89141,3.23471,1.98132,2.42415,2.28681,2.50977,2.26293,2.65974,2.70414,2.84962,3.08647,2.82444,4.81945,3.02144,3.36378,3.70639,3.86008,4.44336,4.0439,4.13606,4.39918,4.51801,4.65136,4.11743,5.37719,6.69551,8.81715,7.96665,9.08994,10.14777,10.63873,11.63484,14.45503,16.90139,24.34331,30.57648,38.38018,27.77935,31.1944,40.74597,32.3631,27.64564,27.14429,26.11279,21.3272,22.07094,41.07138,56.02771,55.29909,53.95583,43.89007,46.00182,35.56519,33.6148,54.33415,35.86685,37.42962,43.40851,37.85976,32.1168,37.36293,41.94624,48.00881,39.25842,52.41498,63.57969,55.23216,61.59157,80.02803,69.82316
148.27947,0,0.07273,0.07183,1.55768,1.33609,0.48267,0.6577,2.06867,1.98529,1.17796,0.3886,0.65029,0.16837,0.58475,0.07345,0.34796,0.34762,0.68527,2.53827,6.34793,5.72142,7.96334,7.82142,8.39643,9.87014,6.14911,3.53309,4.0421,2.16241,2.26383,2.85548,3.11235,3.25897,2.38284,2.47976,2.38197,2.25754,2.66894,2.63642,2.93223,3.01347,4.42314,3.34228,2.94661,3.34117,3.58462,3.51468,4.42006,3.97804,3.99227,4.28235,4.51813,5.11932,5.57784,5.6196,5.10601,7.37929,8.01439,8.85636,10.86681,11.39496,12.49877,15.99369,19.16151,26.72967,33.3506,42.07277,30.78863,34.63811,45.73285,38.50487,34.76443,31.66859,32.88105,25.32481,25.92696,45.8753,60.05604,55.63687,61.5937,49.81027,55.01477,44.37644,40.4198,61.99057,45.07691,44.46817,50.06499,43.92975,37.04933,42.66676,48.00935,58.86816,48.58447,63.51056,72.05157,63.70624,68.22099,85.70643,76.43175
149.26918,0,0.07273,0.07183,1.60278,1.37685,0.6027,0.82812,2.0865,1.88096,0.41951,0.16442,0.77096,0.20936,0.83329,0.07345,0.50188,0.19057,0.7735,4.60281,6.26934,4.76166,7.77832,9.26911,7.30745,10.85441,7.34271,4.05808,3.13979,2.42326,3.7656,3.25438,3.14559,2.96018,2.5453,2.86826,2.449,2.41618,2.73277,2.74746,3.02134,4.0079,4.07161,3.16124,3.06504,3.35936,3.63391,3.61671,4.30348,4.39308,4.15662,4.67849,4.84193,5.37614,5.65677,5.86647,5.39035,7.93776,8.62068,9.55887,11.60851,12.86236,14.24511,19.11009,23.56825,31.7281,37.797,44.6656,36.78599,37.52772,47.4365,43.77824,42.14271,34.39758,41.10888,29.7925,30.61722,57.35848,67.62966,58.69867,70.95774,58.9095,66.30729,54.90903,49.39208,73.64196,55.76988,54.13883,57.55663,50.57604,42.26097,48.71812,54.66993,71.96623,59.95506,77.22356,82.00343,73.58868,75.85402,89.55362,81.64843
150.25875,0,0.08025,0.07183,1.52343,1.4181,0.63955,0.85879,2.07872,1.69173,0.86634,0.1071,0.47927,0.45776,1.22327,0.07345,0.34038,0.11093,0.82576,5.33783,5.7715,5.92905,9.49069,11.83401,8.87823,12.01513,9.19618,5.95792,4.90268,3.59674,5.67117,3.84814,3.78985,2.89517,2.77574,5.75078,2.54756,2.53822,2.86693,2.84807,2.73845,4.21639,3.42634,3.24408,3.67127,3.50294,3.74553,3.79774,4.20996,4.53904,4.31784,5.21902,6.50921,6.26246,4.3205,4.96043,5.73922,8.40223,9.12257,10.03598,13.31586,14.85868,16.5257,23.18043,29.0768,34.02762,38.69505,46.85461,41.07998,42.32622,52.08344,53.517,53.90796,41.7364,51.31599,37.64375,36.21563,57.44266,65.58285,56.54338,75.5428,66.38992,75.5603,66.40355,62.57477,82.76925,65.03004,62.19382,65.60915,58.3782,50.18768,56.68449,63.82075,86.62907,74.61501,91.74475,92.68269,83.26487,81.85436,93.76599,86.04233
151.24943,0,0.07965,0.07183,1.47573,1.41216,0.58248,0.84535,1.88763,1.34763,0.78935,0.1071,0.30916,0.49004,0.84373,0.118,0.16908,0.15256,0.65441,4.63333,5.97761,6.21574,9.74524,11.50496,8.13429,12.23216,8.8139,5.98892,5.18556,3.70826,4.13108,5.16355,4.08991,2.89092,2.86977,8.77826,2.63775,2.60758,2.92082,2.95193,3.31897,4.24778,3.30471,3.2781,3.7073,3.57696,3.79614,3.87353,4.32817,4.78999,6.4063,6.31731,5.06292,4.95631,4.17152,4.93572,5.94905,8.77601,9.44458,10.51101,14.4551,16.86984,18.44281,26.13136,34.84983,38.29553,40.71437,49.13592,43.58797,46.64119,56.26262,62.43479,63.53407,48.15882,58.68069,42.90991,40.84607,57.64538,66.8326,59.41853,81.79669,73.84747,84.32766,75.90587,73.68148,91.01969,71.98637,67.76623,71.52849,65.19226,55.97842,63.1334,69.61246,99.7538,85.98146,103.64567,102.22948,91.24824,88.27505,102.83075,94.45817
