0,109.614,110.52309,111.43218,112.34127,113.25036,114.15945,115.06855,115.97764,116.88673,117.79582,118.70491,119.614,120.52309,121.43218,122.34127,123.25036,124.15945,125.06855,125.97764,126.88673,127.79582,128.70491,129.614,130.52309,131.43218,132.34127,133.25036,134.15945,135.06855,135.97764,136.88673,137.79582,138.70491,139.614,140.52309,141.43218,142.34127,143.25036,144.15945,145.06855,145.97764,146.88673,147.79582,148.70491,149.614,150.52309,151.43218,152.34127,153.25036,154.15945,155.06855,155.97764,156.88673,157.79582,158.70491,159.614,160.52309,161.43218,162.34127,163.25036,164.15945,165.06855,165.97764,166.88673,167.79582,168.70491,169.614,170.52309,171.43218,172.34127,173.25036,174.15945,175.06855,175.97764,176.88673,177.79582,178.70491,179.614,180.52309,181.43218,182.34127,183.25036,184.15945,185.06855,185.97764,186.88673,187.79582,188.70491,189.614,190.52309,191.43218,192.34127,193.25036,194.15945,195.06855,195.97764,196.88673,197.79582,198.70491,199.614,200.52309,201.43218,202.34127,203.25036,204.15945,205.06855,205.97764,206.88673,207.79582,208.70491,209.614,210.52309,211.43218,212.34127,213.25036,214.15945,215.06855,215.97764,216.88673,217.79582
143.13933,0,0.06877,0.40604,1.60147,1.52921,1.97404,0.06969,0.08231,0.07038,0.14953,0.0701,0.19515,0.21574,0.06903,0.10228,0.11154,0.20924,0.5189,3.83475,3.96224,5.69028,2.31558,1.27711,1.68462,1.99976,1.18439,2.44335,1.48241,1.6464,3.76858,1.59166,2.03045,1.60712,2.65177,2.98221,2.89378,2.93485,5.03769,4.40889,4.36573,6.87831,7.86836,7.21971,7.44095,8.36601,8.02368,8.27639,7.94798,7.73068,9.30697,9.14633,9.68669,8.31546,9.35392,9.21118,6.01443,9.30204,12.76999,9.3671,11.69603,11.37649,14.32904,13.75485,13.46582,13.21435,14.44843,15.09979,24.73074,17.3119,18.0493,17.87796,24.81543,20.79417,18.68206,35.38527,23.49154,22.36699,32.1624,25.81578,23.97744,33.32765,28.51096,26.41647,27.48164,34.11187,27.44307,36.67111,29.48204,26.10878,37.95153,33.26953,38.60984,37.26602,33.23428,47.62071,41.42734,36.62494,42.30322,46.88438,41.37042,45.26026,45.45108,41.59948,51.34288,47.329,41.95465,48.4109,52.48046,55.24613,61.282,76.7707,70.7614,85.48372,58.64126,46.79766,52.41751,54.643,77.39103,79.40504,89.56507
144.32747,0,0.06877,0.47303,1.61223,1.4732,1.96421,0.14672,0.0718,0.07038,0.86211,0.0701,0.12702,0.10713,0.06903,0.13991,0.09011,0.23885,0.5131,3.4322,3.64171,4.26773,3.3567,1.28774,1.61386,1.57836,1.16468,1.68483,2.05084,1.5323,2.68661,1.45753,2.10503,1.47593,2.4543,2.8159,2.83387,3.36409,4.00119,3.93053,3.8623,5.65413,6.38083,6.64598,6.0234,6.76242,6.49266,6.96801,6.40664,6.25837,7.36392,7.13771,8.58428,6.80926,7.00174,6.83327,4.90298,6.54633,9.04517,6.91743,8.15291,8.01122,9.85145,11.05084,11.04487,9.9893,10.78968,11.09952,15.82777,11.71944,12.98638,11.7236,15.51238,13.54449,13.32868,22.93768,14.73346,15.44929,25.84736,19.04287,17.75387,28.08922,22.63416,19.05958,22.3128,27.30249,19.19793,23.04104,20.73193,19.64553,26.16816,22.83933,30.09423,26.54426,22.47329,37.10308,34.74245,27.73867,32.32649,38.14171,32.89862,35.08527,36.00764,35.60822,42.19469,38.38303,38.32733,43.57338,47.13407,49.72747,58.76835,81.12105,73.05136,86.17317,58.43461,45.53191,54.92877,55.44703,80.24818,83.74405,89.48833
145.31923,0,0.06877,0.40193,1.61541,1.34597,1.31747,0.11036,0.0718,0.07038,0.85713,0.07886,0.06877,0.06957,0.06903,0.09464,0.06877,0.2342,0.24438,3.13249,3.68781,2.69598,3.41535,1.17667,1.27536,1.16406,1.02568,1.309,1.9372,1.39463,2.79136,1.56139,2.48971,1.38674,2.51809,2.68938,2.71384,3.44875,3.04471,3.39447,3.57271,5.18185,5.24202,5.79894,5.4432,5.96947,5.84471,6.27249,6.08759,5.93581,6.43452,6.44877,6.48952,7.4119,6.67169,7.33732,5.20288,6.22874,8.09719,6.69427,7.54729,7.13943,7.52224,9.06511,9.51249,8.7627,8.73679,8.42048,11.39455,8.70752,9.40339,8.64667,11.55729,10.08514,9.64747,15.77987,10.81812,11.30589,18.7728,15.41285,14.95529,20.03319,15.97345,13.64488,15.91724,19.31745,13.93378,17.28951,15.62128,15.20183,19.56056,17.99277,24.21092,20.71563,18.34823,33.15263,26.017,22.20032,28.67319,32.23585,26.5928,28.45632,29.18519,29.49645,36.49162,30.48284,32.78149,37.87172,43.15977,46.72304,50.96028,91.49468,78.81895,86.15331,59.16995,41.0605,62.25719,60.2405,78.14535,84.60306,88.51066
146.3102,0,0.06877,0.41524,1.60777,1.3379,1.15122,0.06969,0.06957,0.07038,0.36116,0.2581,0.06877,0.06957,0.06903,0.09464,0.06877,0.27214,0.3492,2.29226,2.85892,1.88524,2.1041,1.52338,1.54907,1.33902,1.02918,1.2918,1.1874,1.52469,3.01194,1.66911,4.40541,1.45635,2.40734,2.81981,4.21634,4.63122,3.55068,3.44299,3.46132,4.69487,5.03301,5.52073,5.26632,5.90158,5.62103,5.93997,5.89867,5.73088,6.30148,6.34141,5.99497,7.29308,6.65773,7.49089,5.46238,6.2516,8.00927,6.73182,7.76391,7.47848,7.09323,8.8951,9.47054,8.11796,8.32208,8.00311,10.48902,8.54665,9.72149,9.1354,11.39589,10.38111,9.9934,14.66673,10.97038,12.2693,18.59404,14.92378,13.12871,19.05379,14.86459,13.13844,15.12959,17.81788,13.18733,16.16243,15.3438,15.43332,18.58627,17.9204,24.33271,20.67954,18.3066,30.11326,26.66785,22.35361,28.74511,32.07183,26.45345,27.13966,28.58297,29.83809,34.13638,27.91658,32.63384,36.13508,42.27546,46.35583,49.62348,98.20193,84.01926,87.48014,61.61231,41.68819,69.68328,66.45645,80.53469,86.61966,90.24859
147.29439,0,0.06877,0.48576,1.64031,1.45732,1.30987,0.07408,0.06957,0.35355,0.47537,0.0701,0.07321,0.06957,0.06903,0.10213,0.11026,0.19017,0.54826,3.76456,3.1634,2.3072,2.22123,1.57094,1.80543,1.75857,1.40792,1.74247,1.65235,2.11033,3.23525,2.98729,4.0989,2.30359,3.18995,3.70453,5.32151,5.998,3.95955,4.72682,4.38982,5.78687,6.40699,6.91171,6.93055,7.49905,7.48293,7.87597,8.08642,7.95693,8.46039,8.8257,8.76225,9.29027,9.57851,9.93376,9.08725,9.92533,11.52276,10.5256,11.36155,11.45811,11.2661,11.2101,13.5523,12.29954,12.22976,11.73821,14.02288,12.32914,13.39529,13.12528,15.3864,14.47041,14.02082,18.49197,15.1463,16.47972,24.25722,18.88843,17.04351,24.47733,20.23569,18.38156,20.56328,23.57262,18.7964,21.60238,21.29062,21.92367,24.82983,23.52784,32.53859,27.58428,24.67463,38.92086,36.88895,30.50195,36.13973,42.71931,36.16934,34.27281,37.25672,40.95167,41.793,34.35355,43.96969,45.25488,51.61171,57.34881,58.91699,113.48809,99.36385,96.43834,74.96618,53.59098,91.46237,85.45652,92.83228,94.46678,100.19685
148.27947,0,0.06877,0.48723,1.65284,1.51853,1.35279,0.10638,0.06957,0.37329,0.10664,0.0701,0.06877,0.06989,0.06903,0.16308,0.06877,0.16034,0.54468,3.16609,2.50165,2.41697,1.91903,1.48593,2.33606,1.59141,1.34765,1.6709,1.52645,2.14718,2.99101,2.63009,2.89618,2.00258,2.78247,3.57046,3.92786,5.20042,3.60264,4.0975,3.82108,5.11553,5.59737,6.02732,6.07597,6.66855,6.21435,6.64131,6.80817,6.60177,7.41456,7.45079,7.17585,8.24868,8.99992,8.24434,7.21095,8.45396,9.88069,8.65005,9.61769,10.10557,9.76735,9.07032,11.41115,10.54188,10.73704,10.09981,12.70942,10.7688,11.22395,10.66029,13.18432,12.04792,11.54664,16.91224,12.96358,13.55272,20.12608,17.88935,14.60083,22.88925,17.9012,15.55622,20.40829,21.93024,16.22426,19.64283,19.68456,20.30815,23.11552,22.14374,34.54422,26.65139,23.00182,41.92392,38.61793,29.95665,37.24931,46.32686,37.42417,35.40681,38.53094,43.40915,47.01817,35.90879,45.45694,49.93868,60.35341,65.88909,69.01228,121.89892,108.00489,104.22201,86.58351,65.51211,100.92871,97.04633,103.98698,104.3783,110.46163
149.26918,0,0.06877,0.43228,1.66781,1.61622,1.6622,0.10638,0.06957,0.26102,0.06917,0.0701,0.06877,0.09921,0.06903,0.16308,0.09371,0.12842,0.60362,3.07847,2.83771,2.55259,2.28588,1.63502,2.32009,1.99283,1.49443,1.82485,1.55894,2.16559,2.40908,2.4222,2.40178,2.09023,3.15899,3.41199,3.36931,3.39503,4.14101,4.01649,3.82191,5.37698,5.64593,6.12598,6.04501,6.74534,6.38366,6.79592,6.98999,6.65845,7.65181,7.56039,6.97433,11.64249,8.86978,7.77468,6.93682,8.26352,9.67317,7.91106,9.40187,9.8062,9.28985,8.38301,11.67039,12.97001,10.37255,10.06334,12.89395,10.63917,11.15973,10.41945,13.05771,11.78245,11.45523,17.66127,13.47415,13.65519,22.53109,16.93783,14.55968,25.96621,18.97624,15.67846,22.57983,22.90643,16.38146,19.88962,20.56572,21.48342,23.98988,23.06938,39.44663,28.40485,23.6937,48.85416,43.48847,31.47341,40.0818,52.58807,40.18291,38.94646,41.71941,47.61486,56.49025,40.60272,49.25723,58.64458,73.41309,78.99757,82.96379,129.68562,117.13909,112.06879,97.99878,73.33487,108.84627,106.76324,114.35048,112.54162,119.91619
150.25875,0,0.06929,0.41197,1.66726,1.61998,1.57126,0.07415,0.06957,0.10116,0.0985,0.0701,0.0689,0.13215,0.06903,0.06943,0.06877,0.16226,0.74165,3.08794,3.5329,2.74868,2.73294,1.69303,3.45404,2.17538,1.50937,1.8063,1.5266,1.95364,2.23709,2.03284,2.53826,2.04488,2.96721,5.13915,3.20625,3.03643,3.54607,3.94734,4.48971,5.46113,5.77683,6.04962,6.61137,6.84257,6.65456,7.23747,7.30856,6.99649,7.78996,7.85784,7.21218,12.45675,9.88695,7.95376,7.06451,8.87501,10.19712,7.93242,9.95603,10.12729,11.53795,8.5128,10.45298,11.34212,10.86296,10.79217,13.65744,10.92612,11.52468,10.85073,13.72639,12.34226,12.62272,18.9447,14.50659,15.05513,25.51809,16.38555,15.94344,30.77298,21.39609,17.3604,26.25156,27.08431,19.11954,22.51558,24.54003,26.15416,28.49763,27.8295,51.32364,35.38549,29.06942,59.31186,55.27693,38.66833,47.90544,62.02395,48.51455,47.776,49.52119,57.23109,67.88297,49.3471,59.71125,69.7928,86.27831,89.71206,99.26551,133.58106,122.03269,115.02688,109.33308,86.80527,117.3662,122.05271,124.68803,121.94058,126.37538
151.24943,0,0.06967,0.50472,1.66334,1.63299,1.5019,0.07415,0.09116,0.07038,0.0985,0.0701,0.07773,0.23863,0.06903,0.06943,0.07839,0.23407,0.30801,3.21236,3.68846,2.84185,2.86198,1.91337,2.72231,1.94797,1.72882,2.05162,1.8784,2.09111,2.46445,2.28585,2.73409,2.40383,3.60199,5.375,3.65268,3.42453,4.13479,4.12158,4.65153,6.16942,6.63533,6.83614,7.33167,7.7413,7.83622,8.34949,8.31945,8.21006,8.74047,8.90068,8.23615,14.69413,10.8918,9.04852,8.31578,9.38305,11.24685,8.95346,10.7053,11.1357,11.99755,9.65142,11.63854,11.37255,11.93629,11.9363,15.25322,11.59183,12.68188,12.00125,14.9819,13.54025,14.21151,21.05002,15.0877,16.19206,25.38507,16.76971,16.98375,34.30562,22.93878,18.29853,29.60838,29.73672,20.24834,24.16435,27.14098,29.07677,31.53073,30.96779,60.72259,40.07348,32.67234,69.60731,63.84737,43.70348,56.32099,71.13992,54.4754,57.16876,57.48659,64.7479,80.56782,57.86791,69.36736,82.19457,99.33101,101.71165,114.67468,139.86688,129.79274,121.43766,119.53066,93.51796,124.35883,132.88321,135.51162,132.78738,133.99568
