0,109.421,110.33009,111.23918,112.14827,113.05736,113.96645,114.87555,115.78464,116.69373,117.60282,118.51191,119.421,120.33009,121.23918,122.14827,123.05736,123.96645,124.87555,125.78464,126.69373,127.60282,128.51191,129.421,130.33009,131.23918,132.14827,133.05736,133.96645,134.87555,135.78464,136.69373,137.60282,138.51191,139.421,140.33009,141.23918,142.14827,143.05736,143.96645,144.87555,145.78464,146.69373,147.60282,148.51191,149.421,150.33009,151.23918,152.14827,153.05736,153.96645,154.87555,155.78464,156.69373,157.60282,158.51191,159.421,160.33009,161.23918,162.14827,163.05736,163.96645,164.87555,165.78464,166.69373,167.60282,168.51191,169.421,170.33009,171.23918,172.14827,173.05736,173.96645,174.87555,175.78464,176.69373,177.60282,178.51191,179.421,180.33009,181.23918,182.14827
143.13933,0,0.07386,0.06805,0.06985,1.19266,0.6754,0.65342,0.35029,1.54294,2.73269,0.09604,0.11234,0.23968,0.23043,0.06895,0.06882,0.06943,0.06858,0.18606,2.97506,6.12372,6.24381,8.49088,9.44393,8.93369,9.28197,8.04032,3.24733,2.27374,2.31693,1.93385,1.86128,2.1219,1.83781,2.30287,2.34861,2.28456,2.56648,2.67535,2.86641,2.89414,3.58545,3.45412,3.76277,3.94832,4.45189,4.58484,4.72814,9.86917,4.98062,5.07539,4.94587,5.04064,4.87535,4.70074,5.51964,8.29778,17.88101,19.7887,23.38599,27.47823,38.02915,44.77419,49.01719,44.37576,39.01175,39.12746,40.50004,36.81465,38.39723,44.62686,35.97564,30.75502,35.16145,40.18037,36.58252,40.23131,51.10943,48.86835,50.60621,52.51322
144.32747,0,0.07042,0.06805,0.0819,1.17438,0.65733,0.59662,0.33318,1.19439,1.51329,0.06925,0.14989,0.32961,0.12284,0.10488,0.06882,0.06895,0.06818,0.12204,2.35886,7.14834,5.42736,7.50721,8.7505,7.95344,8.26934,6.98797,2.92855,1.99711,1.91494,1.63966,1.75571,1.83645,1.5561,1.95891,2.02442,1.97431,2.18681,2.28396,2.41892,2.47,3.02168,2.83188,3.14258,3.31366,3.87433,3.88561,3.99911,6.93179,4.25754,4.36052,4.22674,4.24382,4.12199,4.05105,4.87612,6.85381,13.20506,14.44463,17.01998,21.6394,30.67227,38.86319,44.30422,36.45049,30.70225,32.37603,33.07113,27.91445,30.40624,34.97228,26.58502,22.16564,26.07678,30.21404,25.97474,28.20495,42.03135,38.35617,39.21516,44.03752
145.31923,0,0.07009,0.06805,0.07347,1.05721,0.59046,0.48357,0.23414,0.8302,0.73618,0.06895,0.26842,0.135,0.06869,0.10488,0.06882,0.06895,0.06818,0.07793,1.29797,3.80277,3.36196,4.95653,7.4944,6.63137,6.73053,4.9116,2.30608,1.70719,1.68092,1.46996,1.43149,1.94796,1.63221,1.88982,1.9437,1.82748,2.02137,2.10634,2.23838,2.26425,2.80537,2.62552,2.90035,3.06235,3.73212,3.70139,3.81909,7.55478,3.91009,4.02573,3.97899,4.12925,3.95324,3.92671,4.42021,7.1041,10.99101,11.7434,13.71721,17.68117,26.80736,33.87281,39.2467,29.57182,23.83925,24.85508,25.48449,20.42842,22.64698,26.52787,20.22751,19.44531,19.97544,22.59762,20.05399,23.73518,40.36399,33.33739,33.22106,40.97604
146.3102,0,0.06999,0.06805,0.06934,1.04976,0.59085,0.47801,0.19637,0.7303,0.55209,0.06895,0.10241,0.16961,0.06869,0.10883,0.06882,0.09803,0.09889,0.07779,1.02422,2.60682,2.29923,3.45758,5.40532,4.69365,4.37723,3.37399,1.95121,1.49002,1.47468,1.69691,1.29328,1.91319,1.6732,2.06328,1.89548,1.82006,1.99436,2.09767,2.2507,2.23958,2.76102,2.59505,2.88783,3.03647,4.37548,3.68193,3.83853,7.65406,3.76879,3.94795,3.92631,4.14981,3.99032,3.85741,4.39416,6.97932,10.54433,11.1294,12.86181,18.71951,26.66383,30.24496,38.13695,28.92272,21.09618,22.70831,23.10455,18.15031,20.24401,23.09401,19.72687,17.24021,18.20315,20.98938,19.04416,23.51644,39.88289,30.40572,29.53351,38.15959
147.29439,0,0.07418,0.06805,0.06934,1.14656,0.68183,0.60101,0.33429,0.94921,0.54449,0.06895,0.10241,0.07535,0.06869,0.10883,0.06882,0.12471,0.09889,0.08907,1.0206,3.1104,2.22896,3.20187,5.18861,4.6749,5.61255,3.46333,2.17079,1.85139,1.75697,1.7145,1.56869,1.92795,2.43404,2.53615,2.20235,2.18443,2.38017,2.53001,2.63639,2.63654,3.15323,2.96093,3.39513,3.77139,4.98212,4.19395,4.3655,5.82202,4.11173,4.32827,4.34025,4.64572,4.4986,4.28316,4.84412,8.92938,11.68461,12.23327,14.41119,22.83726,29.72994,34.0297,42.7801,32.8581,23.58108,27.81521,26.17342,20.12874,22.62778,25.18231,22.56348,18.90724,20.60279,23.93645,22.15515,30.4998,49.49314,35.61678,33.5571,42.41433
148.27947,0,0.07883,0.06805,0.06977,1.10641,0.73037,0.66725,0.37683,1.05375,0.70712,0.21299,0.06895,0.10525,0.06869,0.06895,0.06882,0.06932,0.13867,0.14846,1.17898,3.71426,2.17438,3.21401,4.78001,4.66793,5.50569,3.57469,2.40512,1.92518,1.98977,1.84813,1.79531,2.12891,2.43225,2.91513,2.63152,2.4531,2.64712,2.78554,2.90197,2.85367,3.46009,3.26674,3.7106,4.11901,11.19587,4.44022,4.68983,5.07439,4.38396,4.54392,4.58751,4.82566,4.72556,4.4985,5.1011,8.13127,12.6076,13.25513,15.92672,28.24203,34.4712,41.49678,45.64538,36.46871,27.71918,31.08325,29.76329,22.88026,25.60642,29.05778,25.746,20.68599,23.92191,28.15485,26.64732,33.6729,54.1644,40.91752,39.30438,47.22654
149.26918,0,0.08621,0.06805,0.07011,1.10131,0.81218,0.70304,0.52512,1.24453,0.99771,0.23584,0.08801,0.12867,0.08627,0.06895,0.06882,0.13042,0.13678,0.2623,1.41063,3.14295,2.98937,4.07658,5.68722,5.96422,7.71252,4.52113,2.92512,2.27509,2.30573,2.00446,1.99933,2.2247,2.14435,3.05703,2.79905,2.60717,2.77714,2.88569,2.98592,2.94403,3.5223,3.34619,3.7529,4.08426,14.36333,4.5005,4.85346,5.06541,4.37011,4.67169,4.75397,4.9788,4.87899,4.63602,5.49767,8.53895,13.67138,14.61157,18.20659,32.3802,38.84762,47.17285,54.73605,44.32744,33.34725,36.28617,34.03403,27.24259,29.08554,33.66833,29.63588,23.74095,28.26809,34.75833,33.03842,40.3304,59.41708,47.31038,45.99537,52.80468
150.25875,0,0.09065,0.06805,0.06968,1.05099,0.75594,0.68074,0.5347,1.20178,0.99248,0.17401,0.08801,0.111,0.26608,0.06895,0.06882,0.06931,0.1413,0.62212,2.12981,3.2283,3.37023,4.49452,6.26225,6.79783,6.52584,4.85462,2.98435,2.34188,2.37067,2.07348,2.04349,2.29206,2.164,2.63609,3.23509,2.76197,2.90922,3.04987,3.12175,3.11016,3.69119,3.52356,3.88445,4.17259,15.23534,4.7318,5.11104,5.19303,4.551,4.90725,5.01202,5.23885,5.12773,4.85634,5.77115,8.90371,14.66171,16.28697,21.07625,38.19839,43.0505,53.08456,59.99389,46.90069,37.03778,39.94381,38.96121,31.29936,33.04139,41.07368,35.09298,27.7882,34.37705,41.79634,37.97479,42.73044,60.65021,52.80887,52.85225,59.64586
151.24943,0,0.07852,0.06805,0.06934,0.99044,0.77016,0.68913,0.36846,1.16705,1.07659,0.21132,0.07357,0.12842,0.29605,0.06895,0.07344,0.13425,0.0727,0.32606,2.72924,3.71301,3.53707,4.99755,6.82935,7.11262,6.74529,5.16454,3.09533,2.43905,2.83359,2.14859,2.10002,2.42614,2.25208,2.93983,3.23992,2.8392,2.98019,3.13269,3.20309,3.19104,3.76206,3.62557,4.01045,4.19517,14.67264,4.78674,5.26888,5.30171,4.66299,5.05074,5.12486,5.35746,5.17902,5.00207,5.86334,8.87269,15.02202,17.6666,25.29531,44.14137,49.15361,59.7172,65.99033,50.33255,39.76067,42.00028,43.36003,34.52131,36.12871,49.50155,40.26201,31.20623,39.1574,47.59913,42.98589,45.56918,66.61899,61.66677,63.57329,70.35374
